区站号,数据类型,时间,入库时间,更正标识,本站气压,海平面气压,气温,水汽压,相对湿度,1分钟平均水平能见度,降水量,小时蒸发量,2分钟平均风向,风速,10分钟平均风向,10分钟平均风速,地面温度,草面（雪面）温度,总云量,低云量,水平能见度（人工）
53759/石楼,小时数据,2024-12-27 12,2024-12-27 12:00:40,000,908.6,1046.3,-7.6,1.1,33,14075,0.0,-,356,5.5,356,6.4,-2.9,0.5,-,-,13100
53759/石楼,小时数据,2024-12-27 11,2024-12-27 11:00:43,000,909.2,1047.1,-8.5,1.1,35,12832,0.0,-,353,3.5,351,4.6,-6.2,-1.3,-,-,12200
53759/石楼,小时数据,2024-12-27 10,2024-12-27 10:00:39,000,909.2,1047.1,-8.9,1.2,37,13614,0.0,-,6,6.1,1,6.1,-9.5,-3.0,-,-,13100
53759/石楼,小时数据,2024-12-27 09,2024-12-27 09:00:41,000,908.6,1046.5,-9.5,1.2,39,12000,0.0,-,357,7.1,360,5.8,-13.8,-5.9,-,-,11800
53759/石楼,小时数据,2024-12-27 08,2024-12-27 08:00:40,000,907.8,1045.5,-9.6,1.2,42,12396,0.0,-,351,5.0,354,4.8,-15.0,-9.9,-,-,12300
53759/石楼,小时数据,2024-12-27 07,2024-12-27 07:00:40,000,906.9,1044.2,-9.0,1.4,44,12728,0.0,-,354,5.8,356,4.9,-14.3,-9.2,-,-,12700
53759/石楼,小时数据,2024-12-27 06,2024-12-27 06:00:38,000,905.9,1042.9,-8.6,1.4,45,12157,0.0,-,1,7.8,1,6.8,-13.7,-8.6,-,-,11300
53759/石楼,小时数据,2024-12-27 05,2024-12-27 05:00:41,000,905.5,1042.0,-8.3,1.4,44,12510,0.0,-,352,7.1,356,5.7,-14.2,-8.6,-,-,12100
53759/石楼,小时数据,2024-12-27 04,2024-12-27 04:00:41,000,905.4,1041.4,-8.2,1.5,47,12330,0.0,-,353,6.2,355,5.2,-14.3,-8.7,-,-,11800
53759/石楼,小时数据,2024-12-27 03,2024-12-27 03:00:37,000,905.2,1041.1,-8.3,1.6,49,11038,0.0,-,1,4.1,355,4.2,-14.2,-8.9,-,-,11000
53759/石楼,小时数据,2024-12-27 02,2024-12-27 02:00:40,000,905.0,1040.9,-7.6,1.6,46,11898,0.0,-,358,2.7,358,2.2,-14.1,-9.1,-,-,11400
53759/石楼,小时数据,2024-12-27 01,2024-12-27 01:00:37,000,904.5,1040.3,-7.0,1.6,44,11454,0.0,-,350,1.6,350,1.7,-13.7,-9.3,-,-,11800
53759/石楼,小时数据,2024-12-27 00,2024-12-27 00:00:45,000,904.7,1040.9,-6.3,1.6,41,12281,0.0,-,348,1.8,344,1.8,-13.1,-8.5,-,-,12300
53759/石楼,小时数据,2024-12-26 23,2024-12-26 23:00:37,000,904.5,1040.9,-5.8,1.5,39,12567,0.0,-,354,3.2,350,3.1,-11.7,-6.3,-,-,12500
53759/石楼,小时数据,2024-12-26 22,2024-12-26 22:00:40,000,903.5,1040.0,-5.5,1.5,37,12548,0.0,-,2,3.1,360,3.0,-10.9,-5.8,-,-,12500
53759/石楼,小时数据,2024-12-26 21,2024-12-26 21:00:39,000,903.2,1040.3,-5.1,1.5,35,12831,0.0,-,351,2.1,352,2.0,-10.7,-5.7,-,-,12700
